"","x"
"3997","Gdpgp1"
"3998","Gem"
"3999","Gemin2"
"4000","Gemin4"
"4001","Gemin5"
"4002","Gemin6"
"4003","Gemin7"
"4004","Gemin8"
"4005","Gen1"
"4006","Get4"
"4007","Gfap"
"4008","Gfer"
"4009","Gfi1"
"4010","Gfi1b"
"4011","Gfm1"
"4012","Gfm2"
"4013","Gfod1"
"4014","Gfod2"
"4015","Gfpt1"
"4016","Gfra2"
"4017","Gga1"
"4018","Gga2"
"4019","Gga3"
"4020","Ggact"
"4021","Ggct"
"4022","Ggcx"
"4023","Ggh"
"4024","Ggnbp1"
"4025","Ggnbp2"
"4026","Ggps1"
"4027","Ggt1"
"4028","Ggta1"
"4029","Ghdc"
"4030","Ghitm"
"4031","Ghr"
"4032","Gid4"
"4033","Gid8"
"4034","Gigyf1"
"4035","Gigyf2"
"4036","Gimap1"
"4037","Gimap4"
"4038","Gimap5"
"4039","Gimap6"
"4040","Gimap9"
"4041","Gimd1"
"4042","Gin1"
"4043","Ginm1"
"4044","Gins1"
"4045","Gins2"
"4046","Gins3"
"4047","Gins4"
"4048","Gipc1"
"4049","Gipc2"
"4050","Git1"
"4051","Git2"
"4052","Gja1"
"4053","Gja6"
"4054","Gjb1"
"4055","Gjb2"
"4056","Gk"
"4057","Gkap1"
"4058","Gla"
"4059","Glb1"
"4060","Glb1l"
"4061","Glce"
"4062","Gldc"
"4063","Gle1"
"4064","Glg1"
"4065","Glipr1"
"4066","Glipr2"
"4067","Glis1"
"4068","Glmn"
"4069","Glmp"
"4070","Glo1"
"4071","Glod4"
"4072","Glrp1"
"4073","Glrx"
"4074","Glrx2"
"4075","Glrx3"
"4076","Glrx5"
"4077","Gls"
"4078","Gls2"
"4079","Glt1d1"
"4080","Glt8d1"
"4081","Gltp"
"4082","Gltpd2"
"4083","Gltscr1"
"4084","Gltscr1l"
"4085","Gltscr2"
"4086","Glud1"
"4087","Glul"
"4088","Glyctk"
"4089","Glyr1"
"4090","Gm10012"
"4091","Gm10020"
"4092","Gm10029"
"4093","Gm10031"
"4094","Gm10033"
"4095","Gm10036"
"4096","Gm10039"
"4097","Gm10045"
"4098","Gm10051"
"4099","Gm10052"
"4100","Gm10053"
"4101","Gm10073"
"4102","Gm10076"
"4103","Gm10080"
"4104","Gm10086"
"4105","Gm10101"
"4106","Gm10108"
"4107","Gm10109"
"4108","Gm10110"
"4109","Gm10123"
"4110","Gm10131"
"4111","Gm10132"
"4112","Gm10136"
"4113","Gm10138"
"4114","Gm10145"
"4115","Gm10146"
"4116","Gm10155"
"4117","Gm10157"
"4118","Gm10163"
"4119","Gm10167"
"4120","Gm10169"
"4121","Gm10175"
"4122","Gm10177"
"4123","Gm10180"
"4124","Gm10193"
"4125","Gm10221"
"4126","Gm10224"
"4127","Gm10226"
"4128","Gm10232"
"4129","Gm10240"
"4130","Gm10241"
"4131","Gm10244"
"4132","Gm10247"
"4133","Gm10250"
"4134","Gm10252"
"4135","Gm10254"
"4136","Gm10260"
"4137","Gm10263"
"4138","Gm10268"
"4139","Gm10269"
"4140","Gm10275"
"4141","Gm10282"
"4142","Gm10286"
"4143","Gm10288"
"4144","Gm10293"
"4145","Gm10320"
"4146","Gm10327"
"4147","Gm10335"
"4148","Gm10355"
"4149","Gm10384"
"4150","Gm10420"
"4151","Gm10443"
"4152","Gm10451"
"4153","Gm10478"
"4154","Gm10481"
"4155","Gm10501"
"4156","Gm10505"
"4157","Gm10557"
"4158","Gm10603"
"4159","Gm10614"
"4160","Gm10616"
"4161","Gm10658"
"4162","Gm10676"
"4163","Gm10689"
"4164","Gm10704"
"4165","Gm10705"
"4166","Gm10709"
"4167","Gm10736"
"4168","Gm10762"
"4169","Gm10814"
"4170","Gm10819"
"4171","Gm10827"
"4172","Gm11110"
"4173","Gm11196"
"4174","Gm11221"
"4175","Gm11223"
"4176","Gm11224"
"4177","Gm11249"
"4178","Gm11263"
"4179","Gm11273"
"4180","Gm11336"
"4181","Gm11346"
"4182","Gm11361"
"4183","Gm11380"
"4184","Gm11423"
"4185","Gm11425"
"4186","Gm11427"
"4187","Gm11451"
"4188","Gm11478"
"4189","Gm11518"
"4190","Gm11520"
"4191","Gm11539"
"4192","Gm11560"
"4193","Gm11585"
"4194","Gm11598"
"4195","Gm11599"
"4196","Gm11605"
"4197","Gm11628"
"4198","Gm11675"
"4199","Gm11687"
"4200","Gm11703"
"4201","Gm11707"
"4202","Gm11713"
"4203","Gm11772"
"4204","Gm11808"
"4205","Gm11826"
"4206","Gm11837"
"4207","Gm11878"
"4208","Gm11914"
"4209","Gm11942"
"4210","Gm11945"
"4211","Gm11951"
"4212","Gm11953"
"4213","Gm11956"
"4214","Gm11960"
"4215","Gm11964"
"4216","Gm11966"
"4217","Gm11993"
"4218","Gm11998"
"4219","Gm12005"
"4220","Gm12013"
"4221","Gm12017"
"4222","Gm12020"
"4223","Gm12034"
"4224","Gm12059"
"4225","Gm12115"
"4226","Gm12166"
"4227","Gm12168"
"4228","Gm12174"
"4229","Gm12183"
"4230","Gm12191"
"4231","Gm12216"
"4232","Gm12231"
"4233","Gm12251"
"4234","Gm12254"
"4235","Gm12286"
"4236","Gm12338"
"4237","Gm12346"
"4238","Gm12350"
"4239","Gm12355"
"4240","Gm12359"
"4241","Gm12366"
"4242","Gm12396"
"4243","Gm12411"
"4244","Gm12416"
"4245","Gm12454"
"4246","Gm12481"
"4247","Gm12497"
"4248","Gm12501"
"4249","Gm12504"
"4250","Gm12571"
"4251","Gm12657"
"4252","Gm12669"
"4253","Gm12693"
"4254","Gm12696"
"4255","Gm128"
"4256","Gm12854"
"4257","Gm12918"
"4258","Gm12922"
"4259","Gm12932"
"4260","Gm12933"
"4261","Gm12960"
"4262","Gm12967"
"4263","Gm12989"
"4264","Gm12999"
"4265","Gm13010"
"4266","Gm13012"
"4267","Gm13033"
"4268","Gm13092"
"4269","Gm13127"
"4270","Gm13160"
"4271","Gm13166"
"4272","Gm13181"
"4273","Gm13182"
"4274","Gm13192"
"4275","Gm13196"
"4276","Gm13202"
"4277","Gm13205"
"4278","Gm13212"
"4279","Gm13226"
"4280","Gm13292"
"4281","Gm13313"
"4282","Gm13340"
"4283","Gm13341"
"4284","Gm13342"
"4285","Gm13370"
"4286","Gm13394"
"4287","Gm13408"
"4288","Gm13413"
"4289","Gm13421"
"4290","Gm13431"
"4291","Gm13436"
"4292","Gm13443"
"4293","Gm13453"
"4294","Gm13456"
"4295","Gm13461"
"4296","Gm13493"
"4297","Gm13522"
"4298","Gm13532"
"4299","Gm13577"
"4300","Gm13588"
"4301","Gm13611"
"4302","Gm13612"
"4303","Gm13623"
"4304","Gm13625"
"4305","Gm13653"
"4306","Gm13675"
"4307","Gm13680"
"4308","Gm13710"
"4309","Gm13771"
"4310","Gm13778"
"4311","Gm13803"
"4312","Gm13830"
"4313","Gm13831"
"4314","Gm13835"
"4315","Gm13840"
"4316","Gm13842"
"4317","Gm13882"
"4318","Gm14005"
"4319","Gm14017"
"4320","Gm14023"
"4321","Gm14048"
"4322","Gm14057"
"4323","Gm14121"
"4324","Gm14138"
"4325","Gm14150"
"4326","Gm14165"
"4327","Gm14167"
"4328","Gm14198"
"4329","Gm14200"
"4330","Gm14207"
"4331","Gm14270"
"4332","Gm14276"
"4333","Gm14277"
"4334","Gm14295"
"4335","Gm14303"
"4336","Gm14305"
"4337","Gm14322"
"4338","Gm14323"
"4339","Gm14325"
"4340","Gm14326"
"4341","Gm14327"
"4342","Gm14336"
"4343","Gm14388"
"4344","Gm14403"
"4345","Gm14441"
"4346","Gm14450"
"4347","Gm14494"
"4348","Gm14539"
"4349","Gm14567"
"4350","Gm14586"
"4351","Gm14633"
"4352","Gm14680"
"4353","Gm14681"
"4354","Gm14698"
"4355","Gm14760"
"4356","Gm14794"
"4357","Gm14813"
"4358","Gm14845"
"4359","Gm14863"
"4360","Gm14966"
"4361","Gm15013"
"4362","Gm15201"
"4363","Gm15210"
"4364","Gm15232"
"4365","Gm15241"
"4366","Gm15290"
"4367","Gm15361"
"4368","Gm15387"
"4369","Gm15417"
"4370","Gm15421"
"4371","Gm15427"
"4372","Gm15440"
"4373","Gm15446"
"4374","Gm15452"
"4375","Gm15453"
"4376","Gm15459"
"4377","Gm15464"
"4378","Gm15483"
"4379","Gm15484"
"4380","Gm15487"
"4381","Gm15491"
"4382","Gm15500"
"4383","Gm15501"
"4384","Gm15503"
"4385","Gm15506"
"4386","Gm15516"
"4387","Gm15518"
"4388","Gm15535"
"4389","Gm15536"
"4390","Gm15542"
"4391","Gm15545"
"4392","Gm15590"
"4393","Gm15651"
"4394","Gm15657"
"4395","Gm15658"
"4396","Gm15675"
"4397","Gm15682"
"4398","Gm15697"
"4399","Gm15706"
"4400","Gm15710"
"4401","Gm15714"
"4402","Gm15745"
"4403","Gm15770"
"4404","Gm15772"
"4405","Gm15773"
"4406","Gm15776"
"4407","Gm15793"
"4408","Gm15800"
"4409","Gm15832"
"4410","Gm15912"
"4411","Gm15915"
"4412","Gm15920"
"4413","Gm15946"
"4414","Gm15952"
"4415","Gm15964"
"4416","Gm15972"
"4417","Gm16062"
"4418","Gm16089"
"4419","Gm16096"
"4420","Gm16104"
"4421","Gm16124"
"4422","Gm16200"
"4423","Gm16276"
"4424","Gm16283"
"4425","Gm16286"
"4426","Gm16316"
"4427","Gm16372"
"4428","Gm16378"
"4429","Gm16399"
"4430","Gm16409"
"4431","Gm16416"
"4432","Gm16418"
"4433","Gm16433"
"4434","Gm16536"
"4435","Gm16538"
"4436","Gm16576"
"4437","Gm16580"
"4438","Gm16638"
"4439","Gm1673"
"4440","Gm16740"
"4441","Gm16755"
"4442","Gm16794"
"4443","Gm16845"
"4444","Gm16894"
"4445","Gm16973"
"4446","Gm17018"
"4447","Gm17066"
"4448","Gm17092"
"4449","Gm17150"
"4450","Gm17249"
"4451","Gm17251"
"4452","Gm17259"
"4453","Gm17383"
"4454","Gm17399"
"4455","Gm17484"
"4456","Gm17491"
"4457","Gm17494"
"4458","Gm17518"
"4459","Gm17586"
"4460","Gm17590"
"4461","Gm17619"
"4462","Gm17655"
"4463","Gm17669"
"4464","Gm17690"
"4465","Gm17745"
"4466","Gm17748"
"4467","Gm17786"
"4468","Gm17807"
"4469","Gm17949"
"4470","Gm18025"
"4471","Gm1821"
"4472","Gm1840"
"4473","Gm18860"
"4474","Gm18913"
"4475","Gm18959"
"4476","Gm19196"
"4477","Gm19366"
"4478","Gm19412"
"4479","Gm1943"
"4480","Gm19503"
"4481","Gm19569"
"4482","Gm19590"
"4483","Gm19680"
"4484","Gm19705"
"4485","Gm19726"
"4486","Gm1976"
"4487","Gm2000"
"4488","Gm20033"
"4489","Gm2011"
"4490","Gm20257"
"4491","Gm20324"
"4492","Gm20342"
"4493","Gm20390"
"4494","Gm20492"
"4495","Gm20498"
"4496","Gm20517"
"4497","Gm20522"
"4498","Gm20559"
"4499","Gm20604"
"4500","Gm2061"
"4501","Gm20658"
"4502","Gm20667"
"4503","Gm20707"
"4504","Gm20721"
"4505","Gm2076"
"4506","Gm20768"
"4507","Gm20900"
"4508","Gm20939"
"4509","Gm21399"
"4510","Gm21596"
"4511","Gm21814"
"4512","Gm21887"
"4513","Gm21967"
"4514","Gm21975"
"4515","Gm2199"
"4516","Gm2225"
"4517","Gm22574"
"4518","Gm22711"
"4519","Gm22973"
"4520","Gm22980"
"4521","Gm23119"
"4522","Gm23402"
"4523","Gm23444"
"4524","Gm23628"
"4525","Gm23639"
"4526","Gm23849"
"4527","Gm23935"
"4528","Gm24336"
"4529","Gm24616"
"4530","Gm24888"
"4531","Gm25360"
"4532","Gm2546"
"4533","Gm26384"
"4534","Gm26510"
"4535","Gm26513"
"4536","Gm26515"
"4537","Gm26517"
"4538","Gm26520"
"4539","Gm26532"
"4540","Gm26533"
"4541","Gm26542"
"4542","Gm26563"
"4543","Gm26590"
"4544","Gm26609"
"4545","Gm26610"
"4546","Gm26616"
"4547","Gm26620"
"4548","Gm26621"
"4549","Gm26664"
"4550","Gm26670"
"4551","Gm26710"
"4552","Gm26722"
"4553","Gm26724"
"4554","Gm26737"
"4555","Gm26740"
"4556","Gm26772"
"4557","Gm26782"
"4558","Gm26812"
"4559","Gm26827"
"4560","Gm26847"
"4561","Gm26884"
"4562","Gm26890"
"4563","Gm26901"
"4564","Gm26910"
"4565","Gm26916"
"4566","Gm26917"
"4567","Gm27003"
"4568","Gm27029"
"4569","Gm27042"
"4570","Gm27216"
"4571","Gm27219"
"4572","Gm27529"
"4573","Gm27676"
"4574","Gm27803"
"4575","Gm2788"
"4576","Gm2810"
"4577","Gm28417"
"4578","Gm28437"
"4579","Gm28438"
"4580","Gm28503"
"4581","Gm28555"
"4582","Gm28557"
"4583","Gm28730"
"4584","Gm28809"
"4585","Gm28857"
"4586","Gm28875"
"4587","Gm29170"
"4588","Gm29216"
"4589","Gm29257"
"4590","Gm29361"
"4591","Gm29609"
"4592","Gm2962"
"4593","Gm29666"
"4594","Gm29668"
"4595","Gm29718"
"4596","Gm2991"
"4597","Gm2a"
"4598","Gm3150"
"4599","Gm31520"
"4600","Gm3244"
"4601","Gm32856"
"4602","Gm33370"
"4603","Gm3375"
"4604","Gm34121"
"4605","Gm3511"
"4606","Gm3531"
"4607","Gm35315"
"4608","Gm3534"
"4609","Gm3571"
"4610","Gm35986"
"4611","Gm3604"
"4612","Gm3608"
"4613","Gm36266"
"4614","Gm3636"
"4615","Gm36445"
"4616","Gm3699"
"4617","Gm37009"
"4618","Gm37108"
"4619","Gm37125"
"4620","Gm37234"
"4621","Gm3724"
"4622","Gm37249"
"4623","Gm37254"
"4624","Gm37352"
"4625","Gm37486"
"4626","Gm37494"
"4627","Gm37676"
"4628","Gm37716"
"4629","Gm37750"
"4630","Gm37760"
"4631","Gm3788"
"4632","Gm37893"
"4633","Gm37915"
"4634","Gm37933"
"4635","Gm38037"
"4636","Gm38150"
"4637","Gm38227"
"4638","Gm38299"
"4639","Gm38345"
"4640","Gm3839"
"4641","Gm3854"
"4642","Gm4032"
"4643","Gm4149"
"4644","Gm4204"
"4645","Gm4217"
"4646","Gm42418"
"4647","Gm42466"
"4648","Gm42595"
"4649","Gm42659"
"4650","Gm42666"
"4651","Gm42690"
"4652","Gm42724"
"4653","Gm42727"
"4654","Gm42743"
"4655","Gm42749"
"4656","Gm42783"
"4657","Gm42798"
"4658","Gm42814"
"4659","Gm42815"
"4660","Gm4285"
"4661","Gm42879"
"4662","Gm42903"
"4663","Gm4294"
"4664","Gm42984"
"4665","Gm42997"
"4666","Gm43054"
"4667","Gm43096"
"4668","Gm43110"
"4669","Gm43153"
"4670","Gm43154"
"4671","Gm43182"
"4672","Gm43247"
"4673","Gm43291"
"4674","Gm4332"
"4675","Gm43323"
"4676","Gm43338"
"4677","Gm43362"
"4678","Gm43409"
"4679","Gm4342"
"4680","Gm43429"
"4681","Gm43511"
"4682","Gm43513"
"4683","Gm4353"
"4684","Gm43545"
"4685","Gm43568"
"4686","Gm43593"
"4687","Gm43637"
"4688","Gm4366"
"4689","Gm43672"
"4690","Gm43684"
"4691","Gm43689"
"4692","Gm43703"
"4693","Gm43712"
"4694","Gm43737"
"4695","Gm43775"
"4696","Gm43808"
"4697","Gm43848"
"4698","Gm43861"
"4699","Gm44000"
"4700","Gm44044"
"4701","Gm44064"
"4702","Gm44067"
"4703","Gm44096"
"4704","Gm44143"
"4705","Gm44187"
"4706","Gm44292"
"4707","Gm44419"
"4708","Gm44428"
"4709","Gm4459"
"4710","Gm44631"
"4711","Gm44685"
"4712","Gm44694"
"4713","Gm44702"
"4714","Gm44705"
"4715","Gm44777"
"4716","Gm44884"
"4717","Gm44890"
"4718","Gm44935"
"4719","Gm45010"
"4720","Gm45050"
"4721","Gm45051"
"4722","Gm45068"
"4723","Gm45069"
"4724","Gm45109"
"4725","Gm45133"
"4726","Gm45167"
"4727","Gm45248"
"4728","Gm4535"
"4729","Gm4540"
"4730","Gm45428"
"4731","Gm45503"
"4732","Gm45509"
"4733","Gm45546"
"4734","Gm45660"
"4735","Gm45695"
"4736","Gm45716"
"4737","Gm45769"
"4738","Gm45802"
"4739","Gm45805"
"4740","Gm45836"
"4741","Gm45855"
"4742","Gm45871"
"4743","Gm45891"
"4744","Gm45902"
"4745","Gm4596"
"4746","Gm4604"
"4747","Gm4613"
"4748","Gm4617"
"4749","Gm4654"
"4750","Gm4691"
"4751","Gm4705"
"4752","Gm4735"
"4753","Gm4754"
"4754","Gm4799"
"4755","Gm4853"
"4756","Gm4879"
"4757","Gm4890"
"4758","Gm4924"
"4759","Gm4943"
"4760","Gm4950"
"4761","Gm4951"
"4762","Gm4968"
"4763","Gm4997"
"4764","Gm5069"
"4765","Gm5075"
"4766","Gm5111"
"4767","Gm5112"
"4768","Gm5113"
"4769","Gm5141"
"4770","Gm5297"
"4771","Gm5391"
"4772","Gm5416"
"4773","Gm5422"
"4774","Gm5424"
"4775","Gm5430"
"4776","Gm5436"
"4777","Gm5445"
"4778","Gm5453"
"4779","Gm5457"
"4780","Gm5483"
"4781","Gm5507"
"4782","Gm5518"
"4783","Gm5523"
"4784","Gm5526"
"4785","Gm5529"
"4786","Gm5547"
"4787","Gm5555"
"4788","Gm5560"
"4789","Gm5561"
"4790","Gm5566"
"4791","Gm5576"
"4792","Gm5580"
"4793","Gm5586"
"4794","Gm5593"
"4795","Gm5601"
"4796","Gm561"
"4797","Gm5611"
"4798","Gm5616"
"4799","Gm5617"
"4800","Gm5620"
"4801","Gm5637"
"4802","Gm5687"
"4803","Gm5776"
"4804","Gm5786"
"4805","Gm5787"
"4806","Gm5805"
"4807","Gm5812"
"4808","Gm5835"
"4809","Gm5837"
"4810","Gm5844"
"4811","Gm5846"
"4812","Gm5857"
"4813","Gm5873"
"4814","Gm5879"
"4815","Gm5881"
"4816","Gm5905"
"4817","Gm5909"
"4818","Gm5914"
"4819","Gm5915"
"4820","Gm5921"
"4821","Gm5937"
"4822","Gm5963"
"4823","Gm6030"
"4824","Gm6051"
"4825","Gm6054"
"4826","Gm6055"
"4827","Gm6061"
"4828","Gm6085"
"4829","Gm6098"
"4830","Gm6104"
"4831","Gm6123"
"4832","Gm6136"
"4833","Gm6139"
"4834","Gm6142"
"4835","Gm6155"
"4836","Gm6166"
"4837","Gm6170"
"4838","Gm6180"
"4839","Gm6181"
"4840","Gm6204"
"4841","Gm6210"
"4842","Gm6222"
"4843","Gm6265"
"4844","Gm6274"
"4845","Gm6285"
"4846","Gm6293"
"4847","Gm6341"
"4848","Gm6377"
"4849","Gm6394"
"4850","Gm6395"
"4851","Gm6415"
"4852","Gm6419"
"4853","Gm6433"
"4854","Gm6444"
"4855","Gm6467"
"4856","Gm6472"
"4857","Gm6483"
"4858","Gm6485"
"4859","Gm6542"
"4860","Gm6543"
"4861","Gm6548"
"4862","Gm6563"
"4863","Gm6576"
"4864","Gm6598"
"4865","Gm6654"
"4866","Gm6681"
"4867","Gm6682"
"4868","Gm6712"
"4869","Gm6768"
"4870","Gm6788"
"4871","Gm6807"
"4872","Gm684"
"4873","Gm6851"
"4874","Gm6863"
"4875","Gm6900"
"4876","Gm6916"
"4877","Gm6960"
"4878","Gm6977"
"4879","Gm6981"
"4880","Gm7008"
"4881","Gm7027"
"4882","Gm7079"
"4883","Gm7160"
"4884","Gm7251"
"4885","Gm7266"
"4886","Gm7285"
"4887","Gm7290"
"4888","Gm7308"
"4889","Gm7331"
"4890","Gm7332"
"4891","Gm7334"
"4892","Gm7429"
"4893","Gm7432"
"4894","Gm7434"
"4895","Gm7436"
"4896","Gm7488"
"4897","Gm7507"
"4898","Gm7535"
"4899","Gm7536"
"4900","Gm7561"
"4901","Gm7589"
"4902","Gm7600"
"4903","Gm7658"
"4904","Gm7666"
"4905","Gm7730"
"4906","Gm7733"
"4907","Gm7808"
"4908","Gm7816"
"4909","Gm7832"
"4910","Gm7846"
"4911","Gm7856"
"4912","Gm7860"
"4913","Gm7866"
"4914","Gm7901"
"4915","Gm7935"
"4916","Gm7936"
"4917","Gm7964"
"4918","Gm7993"
"4919","Gm8013"
"4920","Gm8054"
"4921","Gm8069"
"4922","Gm8113"
"4923","Gm8116"
"4924","Gm8121"
"4925","Gm8129"
"4926","Gm8172"
"4927","Gm8185"
"4928","Gm8186"
"4929","Gm8203"
"4930","Gm8213"
"4931","Gm8225"
"4932","Gm8242"
"4933","Gm8318"
"4934","Gm8330"
"4935","Gm8355"
"4936","Gm8394"
"4937","Gm8430"
"4938","Gm8451"
"4939","Gm8463"
"4940","Gm8494"
"4941","Gm8539"
"4942","Gm8566"
"4943","Gm8623"
"4944","Gm867"
"4945","Gm8722"
"4946","Gm8730"
"4947","Gm8738"
"4948","Gm8756"
"4949","Gm8797"
"4950","Gm8818"
"4951","Gm8822"
"4952","Gm8825"
"4953","Gm9013"
"4954","Gm9104"
"4955","Gm9134"
"4956","Gm9238"
"4957","Gm9294"
"4958","Gm9320"
"4959","Gm9333"
"4960","Gm9347"
"4961","Gm9354"
"4962","Gm9385"
"4963","Gm9396"
"4964","Gm9442"
"4965","Gm9493"
"4966","Gm9531"
"4967","Gm9619"
"4968","Gm9625"
"4969","Gm9670"
"4970","Gm9701"
"4971","Gm9703"
"4972","Gm9727"
"4973","Gm9755"
"4974","Gm9761"
"4975","Gm9762"
"4976","Gm9769"
"4977","Gm9774"
"4978","Gm9776"
"4979","Gm9790"
"4980","Gm9791"
"4981","Gm9794"
"4982","Gm9796"
"4983","Gm9800"
"4984","Gm9803"
"4985","Gm9816"
"4986","Gm9824"
"4987","Gm9825"
"4988","Gm9828"
"4989","Gm9835"
"4990","Gm9840"
"4991","Gm9843"
"4992","Gm9844"
"4993","Gm9888"
"4994","Gm9892"
"4995","Gm9920"
"4996","Gm9945"
"4997","Gm9958"
"4998","Gmcl1"
"4999","Gmds"
"5000","Gmeb1"
"5001","Gmeb2"
"5002","Gmfb"
"5003","Gmfg"
"5004","Gmip"
"5005","Gml"
"5006","Gml2"
"5007","Gmnn"
"5008","Gmppa"
"5009","Gmppb"
"5010","Gmpr"
"5011","Gmpr2"
"5012","Gmps"
"5013","Gna11"
"5014","Gna12"
"5015","Gna13"
"5016","Gna14"
"5017","Gna15"
"5018","Gnai2"
"5019","Gnai3"
"5020","Gnaq"
"5021","Gnas"
"5022","Gnat2"
"5023","Gnaz"
"5024","Gnb1"
"5025","Gnb1l"
"5026","Gnb2"
"5027","Gnb4"
"5028","Gne"
"5029","Gng11"
"5030","Gng12"
"5031","Gng2"
"5032","Gng3"
"5033","Gng5"
"5034","Gngt2"
"5035","Gnl1"
"5036","Gnl2"
"5037","Gnl3"
"5038","Gnl3l"
"5039","Gnmt"
"5040","Gnpat"
"5041","Gnpda1"
"5042","Gnpda2"
"5043","Gnpnat1"
"5044","Gnptab"
"5045","Gnptg"
"5046","Gns"
"5047","Golga1"
"5048","Golga2"
"5049","Golga3"
"5050","Golga4"
"5051","Golga5"
"5052","Golga7"
"5053","Golgb1"
"5054","Golim4"
"5055","Golm1"
"5056","Golph3"
"5057","Golph3l"
"5058","Golt1b"
"5059","Gon4l"
"5060","Gon7"
"5061","Gopc"
"5062","Gorab"
"5063","Gorasp1"
"5064","Gorasp2"
"5065","Gosr1"
"5066","Gosr2"
"5067","Got1"
"5068","Got2"
"5069","Gp1ba"
"5070","Gp1bb"
"5071","Gp5"
"5072","Gp9"
"5073","Gpaa1"
"5074","Gpalpp1"
"5075","Gpam"
"5076","Gpank1"
"5077","Gpat4"
"5078","Gpatch1"
"5079","Gpatch11"
"5080","Gpatch2"
"5081","Gpatch2l"
"5082","Gpatch3"
"5083","Gpatch4"
"5084","Gpatch8"
"5085","Gpbp1"
"5086","Gpbp1l1"
"5087","Gpc1"
"5088","Gpc3"
"5089","Gpc4"
"5090","Gpcpd1"
"5091","Gpd1"
"5092","Gpd1l"
"5093","Gpd2"
"5094","Gphn"
"5095","Gpi1"
"5096","Gpkow"
"5097","Gpld1"
"5098","Gpm6b"
"5099","Gpn1"
"5100","Gpn2"
"5101","Gpn3"
"5102","Gpnmb"
"5103","Gpr107"
"5104","Gpr108"
"5105","Gpr132"
"5106","Gpr137"
"5107","Gpr137b"
"5108","Gpr141"
"5109","Gpr146"
"5110","Gpr150"
"5111","Gpr155"
"5112","Gpr157"
"5113","Gpr160"
"5114","Gpr171"
"5115","Gpr174"
"5116","Gpr180"
"5117","Gpr182"
"5118","Gpr183"
"5119","Gpr19"
"5120","Gpr34"
"5121","Gpr65"
"5122","Gpr84"
"5123","Gpr89"
"5124","Gprasp1"
"5125","Gps1"
"5126","Gps2"
"5127","Gpsm1"
"5128","Gpsm2"
"5129","Gpsm3"
"5130","Gpt"
"5131","Gpt2"
"5132","Gpx1"
"5133","Gpx3"
"5134","Gpx4"
"5135","Gpx7"
"5136","Gramd1a"
"5137","Gramd1b"
"5138","Gramd1c"
"5139","Gramd3"
"5140","Gramd4"
"5141","Grap"
"5142","Grap2"
"5143","Grb10"
"5144","Grb14"
"5145","Grb2"
"5146","Grb7"
"5147","Grcc10"
"5148","Grhl1"
"5149","Grhpr"
"5150","Gria3"
"5151","Grifin"
"5152","Grik5"
"5153","Grina"
"5154","Gripap1"
"5155","Grk2"
"5156","Grk3"
"5157","Grk6"
"5158","Grn"
"5159","Grpel1"
"5160","Grpel2"
"5161","Grrp1"
"5162","Grsf1"
"5163","Grtp1"
"5164","Grwd1"
"5165","Gsap"
"5166","Gsdmd"
"5167","Gse1"
"5168","Gsg2"
"5169","Gsk3a"
"5170","Gsk3b"
"5171","Gskip"
"5172","Gsn"
"5173","Gspt1"
"5174","Gspt2"
"5175","Gsr"
"5176","Gss"
"5177","Gsta3"
"5178","Gsta4"
"5179","Gstcd"
"5180","Gstk1"
"5181","Gstm1"
"5182","Gstm3"
"5183","Gstm4"
"5184","Gstm5"
"5185","Gstm6"
"5186","Gstm7"
"5187","Gsto1"
"5188","Gstp-ps"
"5189","Gstp1"
"5190","Gstp2"
"5191","Gstp3"
"5192","Gstt1"
"5193","Gstt2"
"5194","Gstt3"
"5195","Gstz1"
"5196","Gt(ROSA)26Sor"
"5197","Gtdc1"
"5198","Gtf2a1"
"5199","Gtf2a2"
"5200","Gtf2b"
"5201","Gtf2e1"
"5202","Gtf2e2"
"5203","Gtf2f1"
"5204","Gtf2f2"
"5205","Gtf2h1"
"5206","Gtf2h2"
"5207","Gtf2h3"
"5208","Gtf2h4"
"5209","Gtf2h5"
"5210","Gtf2i"
"5211","Gtf2ird1"
"5212","Gtf2ird2"
"5213","Gtf3a"
"5214","Gtf3c1"
"5215","Gtf3c2"
"5216","Gtf3c3"
"5217","Gtf3c4"
"5218","Gtf3c5"
"5219","Gtf3c6"
"5220","Gtpbp1"
"5221","Gtpbp10"
"5222","Gtpbp2"
"5223","Gtpbp3"
"5224","Gtpbp4"
"5225","Gtpbp6"
"5226","Gtpbp8"
"5227","Gtse1"
"5228","Guca1a"
"5229","Guca1b"
"5230","Gucd1"
"5231","Guf1"
"5232","Guk1"
"5233","Gulo"
"5234","Gusb"
"5235","Gxylt1"
"5236","Gyg"
"5237","Gypa"
"5238","Gypc"
"5239","Gys1"
"5240","Gys2"
"5241","Gzf1"
"5242","Gzma"
"5243","H13"
"5244","H19"
"5245","H1f0"
"5246","H1fx"
"5247","H2-Aa"
"5248","H2-Ab1"
"5249","H2-D1"
"5250","H2-DMa"
"5251","H2-DMb1"
"5252","H2-DMb2"
"5253","H2-Eb1"
"5254","H2-K1"
"5255","H2-M3"
"5256","H2-Oa"
"5257","H2-Q10"
"5258","H2-Q6"
"5259","H2-Q7"
"5260","H2-T22"
"5261","H2-T23"
"5262","H2-T24"
"5263","H2afj"
"5264","H2afv"
"5265","H2afx"
"5266","H2afy"
"5267","H2afy2"
"5268","H2afz"
