"","x"
"9444","Rps27rt"
"9445","Rps28"
"9446","Rps29"
"9447","Rps3"
"9448","Rps3a1"
"9449","Rps3a2"
"9450","Rps3a3"
"9451","Rps4l"
"9452","Rps4x"
"9453","Rps4x-ps"
"9454","Rps5"
"9455","Rps6"
"9456","Rps6-ps1"
"9457","Rps6-ps3"
"9458","Rps6-ps4"
"9459","Rps6ka1"
"9460","Rps6ka3"
"9461","Rps6ka4"
"9462","Rps6ka5"
"9463","Rps6ka6"
"9464","Rps6kb1"
"9465","Rps6kb2"
"9466","Rps6kc1"
"9467","Rps6kl1"
"9468","Rps7"
"9469","Rps8"
"9470","Rps8-ps1"
"9471","Rps9"
"9472","Rpsa"
"9473","Rpsa-ps1"
"9474","Rpsa-ps10"
"9475","Rpsa-ps2"
"9476","Rpsa-ps5"
"9477","Rpsa-ps9"
"9478","Rptor"
"9479","Rpusd1"
"9480","Rpusd2"
"9481","Rpusd3"
"9482","Rpusd4"
"9483","Rrad"
"9484","Rraga"
"9485","Rragc"
"9486","Rragd"
"9487","Rras"
"9488","Rras2"
"9489","Rrbp1"
"9490","Rreb1"
"9491","Rrm1"
"9492","Rrm2"
"9493","Rrm2b"
"9494","Rrn3"
"9495","Rrnad1"
"9496","Rrp1"
"9497","Rrp12"
"9498","Rrp15"
"9499","Rrp1b"
"9500","Rrp36"
"9501","Rrp7a"
"9502","Rrp8"
"9503","Rrp9"
"9504","Rrs1"
"9505","Rsad1"
"9506","Rsad2"
"9507","Rsbn1"
"9508","Rsbn1l"
"9509","Rsf1"
"9510","Rsl1d1"
"9511","Rsl24d1"
"9512","Rsph1"
"9513","Rsph3a"
"9514","Rsph3b"
"9515","Rspry1"
"9516","Rsrc1"
"9517","Rsrc2"
"9518","Rsrp1"
"9519","Rsu1"
"9520","Rtca"
"9521","Rtcb"
"9522","Rtel1"
"9523","Rtf1"
"9524","Rtfdc1"
"9525","Rtkn"
"9526","Rtkn2"
"9527","Rtn1"
"9528","Rtn2"
"9529","Rtn3"
"9530","Rtn4"
"9531","Rtn4ip1"
"9532","Rtn4r"
"9533","Rtp3"
"9534","Rtp4"
"9535","Rubcn"
"9536","Rubcnl"
"9537","Rufy1"
"9538","Rufy3"
"9539","Rufy4"
"9540","Rundc1"
"9541","Runx1"
"9542","Runx1t1"
"9543","Runx2"
"9544","Runx3"
"9545","Rusc1"
"9546","Ruvbl1"
"9547","Ruvbl2"
"9548","Rwdd1"
"9549","Rwdd2a"
"9550","Rwdd2b"
"9551","Rwdd3"
"9552","Rwdd4a"
"9553","Rxra"
"9554","Rxrb"
"9555","Ryk"
"9556","Ryr1"
"9557","S100a1"
"9558","S100a10"
"9559","S100a11"
"9560","S100a13"
"9561","S100a16"
"9562","S100a4"
"9563","S100a6"
"9564","S100a8"
"9565","S100a9"
"9566","S100pbp"
"9567","S1pr1"
"9568","S1pr2"
"9569","S1pr3"
"9570","S1pr4"
"9571","Saa3"
"9572","Saa4"
"9573","Saal1"
"9574","Sac3d1"
"9575","Sacm1l"
"9576","Sae1"
"9577","Safb"
"9578","Safb2"
"9579","Sag"
"9580","Samd1"
"9581","Samd10"
"9582","Samd11"
"9583","Samd14"
"9584","Samd4b"
"9585","Samd8"
"9586","Samd9l"
"9587","Samhd1"
"9588","Samm50"
"9589","Samsn1"
"9590","Sap130"
"9591","Sap18"
"9592","Sap18b"
"9593","Sap30"
"9594","Sap30bp"
"9595","Sap30l"
"9596","Sapcd1"
"9597","Sapcd2"
"9598","Sar1a"
"9599","Sar1b"
"9600","Saraf"
"9601","Sardh"
"9602","Sarnp"
"9603","Sars"
"9604","Sars2"
"9605","Sart1"
"9606","Sart3"
"9607","Sash3"
"9608","Sass6"
"9609","Sat1"
"9610","Sat2"
"9611","Satb1"
"9612","Sav1"
"9613","Saxo2"
"9614","Saysd1"
"9615","Sbds"
"9616","Sbf1"
"9617","Sbno1"
"9618","Sbno2"
"9619","Sc5d"
"9620","Scaf1"
"9621","Scaf11"
"9622","Scaf4"
"9623","Scaf8"
"9624","Scai"
"9625","Scamp1"
"9626","Scamp2"
"9627","Scamp3"
"9628","Scamp5"
"9629","Scand1"
"9630","Scap"
"9631","Scaper"
"9632","Scarb1"
"9633","Scarb2"
"9634","Scarletltr"
"9635","Scarna17"
"9636","Sccpdh"
"9637","Scd1"
"9638","Scd2"
"9639","Scfd1"
"9640","Scfd2"
"9641","Sclt1"
"9642","Scly"
"9643","Scmh1"
"9644","Scml2"
"9645","Scnm1"
"9646","Scnn1a"
"9647","Sco1"
"9648","Sco2"
"9649","Scoc"
"9650","Scp2"
"9651","Scp2-ps2"
"9652","Scpep1"
"9653","Scrib"
"9654","Scrn2"
"9655","Scrn3"
"9656","Scyl1"
"9657","Scyl2"
"9658","Scyl3"
"9659","Sdad1"
"9660","Sdc1"
"9661","Sdc3"
"9662","Sdc4"
"9663","Sdcbp"
"9664","Sdccag3"
"9665","Sdccag8"
"9666","Sde2"
"9667","Sdf2"
"9668","Sdf2l1"
"9669","Sdf4"
"9670","Sdha"
"9671","Sdhaf1"
"9672","Sdhaf2"
"9673","Sdhaf3"
"9674","Sdhaf4"
"9675","Sdhb"
"9676","Sdhc"
"9677","Sdhd"
"9678","Sdpr"
"9679","Sdr39u1"
"9680","Sdr42e1"
"9681","Sdsl"
"9682","Sec11a"
"9683","Sec11c"
"9684","Sec13"
"9685","Sec14l1"
"9686","Sec14l2"
"9687","Sec16a"
"9688","Sec22a"
"9689","Sec22b"
"9690","Sec22c"
"9691","Sec23a"
"9692","Sec23b"
"9693","Sec23ip"
"9694","Sec24a"
"9695","Sec24b"
"9696","Sec24c"
"9697","Sec24d"
"9698","Sec31a"
"9699","Sec61a1"
"9700","Sec61a2"
"9701","Sec61b"
"9702","Sec61g"
"9703","Sec62"
"9704","Sec63"
"9705","Secisbp2"
"9706","Secisbp2l"
"9707","Seh1l"
"9708","Sel1l"
"9709","Selenbp1"
"9710","Selenbp2"
"9711","Selenof"
"9712","Selenoh"
"9713","Selenoi"
"9714","Selenok"
"9715","Selenom"
"9716","Selenon"
"9717","Selenoo"
"9718","Selenop"
"9719","Selenos"
"9720","Selenot"
"9721","Selenow"
"9722","Sell"
"9723","Selp"
"9724","Selplg"
"9725","Sem1"
"9726","Sema4a"
"9727","Sema4b"
"9728","Sema4d"
"9729","Senp1"
"9730","Senp2"
"9731","Senp3"
"9732","Senp5"
"9733","Senp6"
"9734","Senp7"
"9735","Senp8"
"9736","Sephs1"
"9737","Sephs2"
"9738","Sepsecs"
"9739","Sept1"
"9740","Sept11"
"9741","Sept2"
"9742","Sept4"
"9743","Sept6"
"9744","Sept7"
"9745","Sept8"
"9746","Sept9"
"9747","Serac1"
"9748","Serbp1"
"9749","Serf1"
"9750","Serf2"
"9751","Sergef"
"9752","Serhl"
"9753","Serinc1"
"9754","Serinc3"
"9755","Serinc5"
"9756","Serp1"
"9757","Serp2"
"9758","Serpina10"
"9759","Serpina11"
"9760","Serpina1a"
"9761","Serpina1b"
"9762","Serpina1c"
"9763","Serpina1d"
"9764","Serpina1e"
"9765","Serpina3g"
"9766","Serpina6"
"9767","Serpinb10"
"9768","Serpinb1a"
"9769","Serpinb2"
"9770","Serpinb6a"
"9771","Serpinb6b"
"9772","Serpinb9"
"9773","Serpinc1"
"9774","Serpind1"
"9775","Serpine2"
"9776","Serpinf1"
"9777","Serpinf2"
"9778","Serping1"
"9779","Serpinh1"
"9780","Serpini1"
"9781","Sertad1"
"9782","Sertad2"
"9783","Sertad3"
"9784","Sesn1"
"9785","Sesn2"
"9786","Sesn3"
"9787","Set"
"9788","Setd1a"
"9789","Setd1b"
"9790","Setd2"
"9791","Setd3"
"9792","Setd4"
"9793","Setd5"
"9794","Setd6"
"9795","Setd7"
"9796","Setdb1"
"9797","Setdb2"
"9798","Setmar"
"9799","Setx"
"9800","Sf1"
"9801","Sf3a1"
"9802","Sf3a2"
"9803","Sf3a3"
"9804","Sf3b1"
"9805","Sf3b2"
"9806","Sf3b3"
"9807","Sf3b4"
"9808","Sf3b5"
"9809","Sf3b6"
"9810","Sfi1"
"9811","Sfmbt1"
"9812","Sfpq"
"9813","Sfr1"
"9814","Sfrp4"
"9815","Sfswap"
"9816","Sft2d1"
"9817","Sft2d2"
"9818","Sft2d3"
"9819","Sfxn1"
"9820","Sfxn2"
"9821","Sfxn3"
"9822","Sfxn4"
"9823","Sfxn5"
"9824","Sgcb"
"9825","Sgce"
"9826","Sgcg"
"9827","Sgf29"
"9828","Sgk1"
"9829","Sgk3"
"9830","Sgms1"
"9831","Sgms2"
"9832","Sgol1"
"9833","Sgol2a"
"9834","Sgpl1"
"9835","Sgpp1"
"9836","Sgsh"
"9837","Sgsm1"
"9838","Sgsm2"
"9839","Sgsm3"
"9840","Sgta"
"9841","Sh2b1"
"9842","Sh2b2"
"9843","Sh2b3"
"9844","Sh2d1b1"
"9845","Sh2d3c"
"9846","Sh2d4a"
"9847","Sh2d5"
"9848","Sh3bgrl"
"9849","Sh3bgrl2"
"9850","Sh3bgrl3"
"9851","Sh3bp1"
"9852","Sh3bp2"
"9853","Sh3bp5"
"9854","Sh3bp5l"
"9855","Sh3d19"
"9856","Sh3d21"
"9857","Sh3gl1"
"9858","Sh3glb1"
"9859","Sh3glb2"
"9860","Sh3kbp1"
"9861","Sh3rf1"
"9862","Sh3tc1"
"9863","Sh3yl1"
"9864","Sharpin"
"9865","Shb"
"9866","Shbg"
"9867","Shc1"
"9868","Shc4"
"9869","Shcbp1"
"9870","Shf"
"9871","Shisa5"
"9872","Shisa8"
"9873","Shkbp1"
"9874","Shmt1"
"9875","Shmt2"
"9876","Shoc2"
"9877","Shpk"
"9878","Shprh"
"9879","Shq1"
"9880","Shtn1"
"9881","Siae"
"9882","Siah1a"
"9883","Siah1b"
"9884","Siah2"
"9885","Siah3"
"9886","Sidt2"
"9887","Sigirr"
"9888","Siglece"
"9889","Siglecf"
"9890","Siglecg"
"9891","Siglech"
"9892","Sigmar1"
"9893","Sik2"
"9894","Sik3"
"9895","Sike1"
"9896","Sil1"
"9897","Simc1"
"9898","Sin3a"
"9899","Sin3b"
"9900","Sipa1"
"9901","Sipa1l1"
"9902","Sipa1l3"
"9903","Sirpa"
"9904","Sirt1"
"9905","Sirt2"
"9906","Sirt3"
"9907","Sirt4"
"9908","Sirt5"
"9909","Sirt6"
"9910","Sirt7"
"9911","Siva1"
"9912","Ska1"
"9913","Ska2"
"9914","Ska3"
"9915","Skap1"
"9916","Skap2"
"9917","Ski"
"9918","Skil"
"9919","Skiv2l"
"9920","Skiv2l2"
"9921","Skp1a"
"9922","Skp2"
"9923","Sla"
"9924","Sla2"
"9925","Slain2"
"9926","Slamf1"
"9927","Slamf6"
"9928","Slbp"
"9929","Slc10a3"
"9930","Slc10a7"
"9931","Slc11a1"
"9932","Slc11a2"
"9933","Slc12a4"
"9934","Slc12a6"
"9935","Slc12a7"
"9936","Slc12a9"
"9937","Slc14a1"
"9938","Slc15a2"
"9939","Slc15a3"
"9940","Slc15a4"
"9941","Slc16a1"
"9942","Slc16a10"
"9943","Slc16a12"
"9944","Slc16a13"
"9945","Slc16a2"
"9946","Slc16a3"
"9947","Slc16a6"
"9948","Slc16a7"
"9949","Slc17a5"
"9950","Slc17a9"
"9951","Slc18a1"
"9952","Slc18a2"
"9953","Slc18b1"
"9954","Slc19a1"
"9955","Slc19a2"
"9956","Slc1a2"
"9957","Slc1a3"
"9958","Slc1a4"
"9959","Slc1a5"
"9960","Slc20a1"
"9961","Slc20a2"
"9962","Slc22a15"
"9963","Slc22a17"
"9964","Slc22a18"
"9965","Slc22a21"
"9966","Slc22a23"
"9967","Slc22a3"
"9968","Slc22a4"
"9969","Slc22a5"
"9970","Slc23a1"
"9971","Slc23a2"
"9972","Slc24a5"
"9973","Slc25a1"
"9974","Slc25a10"
"9975","Slc25a11"
"9976","Slc25a12"
"9977","Slc25a13"
"9978","Slc25a14"
"9979","Slc25a15"
"9980","Slc25a16"
"9981","Slc25a17"
"9982","Slc25a19"
"9983","Slc25a20"
"9984","Slc25a21"
"9985","Slc25a22"
"9986","Slc25a23"
"9987","Slc25a24"
"9988","Slc25a25"
"9989","Slc25a26"
"9990","Slc25a28"
"9991","Slc25a29"
"9992","Slc25a3"
"9993","Slc25a32"
"9994","Slc25a33"
"9995","Slc25a35"
"9996","Slc25a36"
"9997","Slc25a37"
"9998","Slc25a38"
"9999","Slc25a39"
"10000","Slc25a4"
"10001","Slc25a40"
"10002","Slc25a42"
"10003","Slc25a43"
"10004","Slc25a44"
"10005","Slc25a45"
"10006","Slc25a46"
"10007","Slc25a47"
"10008","Slc25a5"
"10009","Slc25a51"
"10010","Slc25a53"
"10011","Slc26a1"
"10012","Slc26a11"
"10013","Slc26a2"
"10014","Slc26a6"
"10015","Slc27a1"
"10016","Slc27a2"
"10017","Slc27a4"
"10018","Slc27a5"
"10019","Slc28a2"
"10020","Slc29a1"
"10021","Slc29a2"
"10022","Slc29a3"
"10023","Slc2a1"
"10024","Slc2a2"
"10025","Slc2a3"
"10026","Slc2a4"
"10027","Slc2a4rg-ps"
"10028","Slc2a8"
"10029","Slc2a9"
"10030","Slc30a1"
"10031","Slc30a10"
"10032","Slc30a5"
"10033","Slc30a6"
"10034","Slc30a7"
"10035","Slc30a9"
"10036","Slc31a1"
"10037","Slc31a2"
"10038","Slc33a1"
"10039","Slc35a1"
"10040","Slc35a2"
"10041","Slc35a3"
"10042","Slc35a4"
"10043","Slc35a5"
"10044","Slc35b1"
"10045","Slc35b2"
"10046","Slc35b3"
"10047","Slc35b4"
"10048","Slc35c1"
"10049","Slc35c2"
"10050","Slc35d1"
"10051","Slc35d2"
"10052","Slc35d3"
"10053","Slc35e1"
"10054","Slc35e2"
"10055","Slc35f2"
"10056","Slc35f5"
"10057","Slc35f6"
"10058","Slc35g1"
"10059","Slc36a1"
"10060","Slc36a2"
"10061","Slc36a3os"
"10062","Slc36a4"
"10063","Slc37a1"
"10064","Slc37a2"
"10065","Slc37a3"
"10066","Slc37a4"
"10067","Slc38a1"
"10068","Slc38a10"
"10069","Slc38a2"
"10070","Slc38a4"
"10071","Slc38a5"
"10072","Slc38a6"
"10073","Slc38a7"
"10074","Slc38a9"
"10075","Slc39a1"
"10076","Slc39a10"
"10077","Slc39a11"
"10078","Slc39a13"
"10079","Slc39a3"
"10080","Slc39a4"
"10081","Slc39a5"
"10082","Slc39a6"
"10083","Slc39a8"
"10084","Slc39a9"
"10085","Slc3a2"
"10086","Slc40a1"
"10087","Slc41a1"
"10088","Slc41a3"
"10089","Slc43a1"
"10090","Slc43a2"
"10091","Slc43a3"
"10092","Slc44a1"
"10093","Slc44a2"
"10094","Slc44a3"
"10095","Slc45a3"
"10096","Slc45a4"
"10097","Slc46a1"
"10098","Slc46a3"
"10099","Slc47a1"
"10100","Slc48a1"
"10101","Slc4a1"
"10102","Slc4a1ap"
"10103","Slc4a2"
"10104","Slc4a7"
"10105","Slc4a8"
"10106","Slc50a1"
"10107","Slc51a"
"10108","Slc52a2"
"10109","Slc52a3"
"10110","Slc5a2"
"10111","Slc5a3"
"10112","Slc5a6"
"10113","Slc6a12"
"10114","Slc6a13"
"10115","Slc6a20a"
"10116","Slc6a6"
"10117","Slc6a9"
"10118","Slc7a1"
"10119","Slc7a11"
"10120","Slc7a2"
"10121","Slc7a4"
"10122","Slc7a5"
"10123","Slc7a6"
"10124","Slc7a6os"
"10125","Slc7a7"
"10126","Slc7a8"
"10127","Slc8b1"
"10128","Slc9a1"
"10129","Slc9a3r1"
"10130","Slc9a3r2"
"10131","Slc9a6"
"10132","Slc9a7"
"10133","Slc9a8"
"10134","Slc9a9"
"10135","Slc9b2"
"10136","Slco3a1"
"10137","Slco4a1"
"10138","Slf1"
"10139","Slfn1"
"10140","Slfn10-ps"
"10141","Slfn2"
"10142","Slfn3"
"10143","Slfn4"
"10144","Slfn5"
"10145","Slfn9"
"10146","Slirp"
"10147","Slk"
"10148","Slmap"
"10149","Slpi"
"10150","Sltm"
"10151","Slu7"
"10152","Slx1b"
"10153","Slx4"
"10154","Slx4ip"
"10155","Smad2"
"10156","Smad3"
"10157","Smad4"
"10158","Smad5"
"10159","Smad7"
"10160","Smagp"
"10161","Smap1"
"10162","Smap2"
"10163","Smarca2"
"10164","Smarca4"
"10165","Smarca5"
"10166","Smarcad1"
"10167","Smarcal1"
"10168","Smarcb1"
"10169","Smarcc1"
"10170","Smarcc2"
"10171","Smarcd1"
"10172","Smarcd2"
"10173","Smarce1"
"10174","Smc1a"
"10175","Smc1b"
"10176","Smc2"
"10177","Smc2os"
"10178","Smc3"
"10179","Smc4"
"10180","Smc5"
"10181","Smc6"
"10182","Smchd1"
"10183","Smco3"
"10184","Smco4"
"10185","Smcr8"
"10186","Smdt1"
"10187","Smg1"
"10188","Smg5"
"10189","Smg6"
"10190","Smg7"
"10191","Smg8"
"10192","Smg9"
"10193","Smim1"
"10194","Smim10l1"
"10195","Smim10l2a"
"10196","Smim11"
"10197","Smim12"
"10198","Smim13"
"10199","Smim14"
"10200","Smim15"
"10201","Smim19"
"10202","Smim20"
"10203","Smim22"
"10204","Smim24"
"10205","Smim3"
"10206","Smim4"
"10207","Smim5"
"10208","Smim6"
"10209","Smim7"
"10210","Smim8"
"10211","Smkr-ps"
"10212","Smlr1"
"10213","Smn1"
"10214","Smndc1"
"10215","Smo"
"10216","Smoc1"
"10217","Smox"
"10218","Smpd1"
"10219","Smpd2"
"10220","Smpd4"
"10221","Smpdl3a"
"10222","Smpdl3b"
"10223","Sms"
"10224","Smtn"
"10225","Smtnl2"
"10226","Smu1"
"10227","Smug1"
"10228","Smurf2"
"10229","Smyd2"
"10230","Smyd3"
"10231","Smyd4"
"10232","Smyd5"
"10233","Snap23"
"10234","Snap29"
"10235","Snap47"
"10236","Snapc1"
"10237","Snapc2"
"10238","Snapc3"
"10239","Snapc4"
"10240","Snapc5"
"10241","Snapin"
"10242","Snca"
"10243","Snd1"
"10244","Snf8"
"10245","Snhg1"
"10246","Snhg11"
"10247","Snhg12"
"10248","Snhg14"
"10249","Snhg15"
"10250","Snhg17"
"10251","Snhg20"
"10252","Snhg3"
"10253","Snhg4"
"10254","Snhg5"
"10255","Snhg6"
"10256","Snhg8"
"10257","Snhg9"
"10258","Snip1"
"10259","Snn"
"10260","Snora31"
"10261","Snora57"
"10262","Snora69"
"10263","Snora73b"
"10264","Snora78"
"10265","Snord104"
"10266","Snord118"
"10267","Snord13"
"10268","Snord43"
"10269","Snord49a"
"10270","Snord65"
"10271","Snord72"
"10272","Snrk"
"10273","Snrnp200"
"10274","Snrnp25"
"10275","Snrnp27"
"10276","Snrnp35"
"10277","Snrnp40"
"10278","Snrnp48"
"10279","Snrnp70"
"10280","Snrpa"
"10281","Snrpa1"
"10282","Snrpb"
"10283","Snrpb2"
"10284","Snrpc"
"10285","Snrpd1"
"10286","Snrpd2"
"10287","Snrpd3"
"10288","Snrpe"
"10289","Snrpert"
"10290","Snrpf"
"10291","Snrpg"
"10292","Snrpn"
"10293","Snta1"
"10294","Sntb2"
"10295","Snu13"
"10296","Snupn"
"10297","Snw1"
"10298","Snx1"
"10299","Snx10"
"10300","Snx11"
"10301","Snx12"
"10302","Snx13"
"10303","Snx14"
"10304","Snx15"
"10305","Snx16"
"10306","Snx17"
"10307","Snx18"
"10308","Snx19"
"10309","Snx2"
"10310","Snx20"
"10311","Snx21"
"10312","Snx22"
"10313","Snx24"
"10314","Snx27"
"10315","Snx29"
"10316","Snx3"
"10317","Snx30"
"10318","Snx32"
"10319","Snx4"
"10320","Snx5"
"10321","Snx6"
"10322","Snx7"
"10323","Snx8"
"10324","Snx9"
"10325","Soat1"
"10326","Soat2"
"10327","Socs2"
"10328","Socs3"
"10329","Socs4"
"10330","Socs5"
"10331","Socs6"
"10332","Socs7"
"10333","Sod1"
"10334","Sod2"
"10335","Soga1"
"10336","Son"
"10337","Sorbs1"
"10338","Sorbs2"
"10339","Sorcs2"
"10340","Sord"
"10341","Sorl1"
"10342","Sort1"
"10343","Sos1"
"10344","Sowaha"
"10345","Sowahc"
"10346","Sox12"
"10347","Sox13"
"10348","Sox4"
"10349","Sox6"
"10350","Sp1"
"10351","Sp100"
"10352","Sp110"
"10353","Sp140"
"10354","Sp2"
"10355","Sp3"
"10356","Sp3os"
"10357","Sp4"
"10358","Spa17"
"10359","Spaca6"
"10360","Spaca9"
"10361","Spag1"
"10362","Spag4"
"10363","Spag5"
"10364","Spag7"
"10365","Spag9"
"10366","Sparc"
"10367","Spast"
"10368","Spata1"
"10369","Spata13"
"10370","Spata2"
"10371","Spata24"
"10372","Spata2l"
"10373","Spata33"
"10374","Spata5"
"10375","Spata5l1"
"10376","Spata6"
"10377","Spata7"
"10378","Spats2"
"10379","Spc24"
"10380","Spc25"
"10381","Spcs1"
"10382","Spcs2"
"10383","Spcs2-ps"
"10384","Spcs3"
"10385","Spdl1"
"10386","Specc1"
"10387","Specc1l"
"10388","Spef1"
"10389","Speg"
"10390","Spen"
"10391","Spg11"
"10392","Spg20"
"10393","Spg21"
"10394","Spg7"
"10395","Sphk1"
"10396","Sphk2"
"10397","Spi1"
"10398","Spib"
"10399","Spic"
"10400","Spice1"
"10401","Spidr"
"10402","Spin1"
"10403","Spink1"
"10404","Spink4"
"10405","Spint2"
"10406","Spire1"
"10407","Spn"
"10408","Spns1"
"10409","Spns2"
"10410","Spns3"
"10411","Spon2"
"10412","Spop"
"10413","Spopl"
"10414","Spout1"
"10415","Spp1"
"10416","Spp2"
"10417","Sppl2a"
"10418","Sppl2b"
"10419","Sppl3"
"10420","Spr"
"10421","Spred1"
"10422","Spred2"
"10423","Sprtn"
"10424","Spry1"
"10425","Spryd3"
"10426","Spryd4"
"10427","Spryd7"
"10428","Spsb2"
"10429","Spsb3"
"10430","Spta1"
"10431","Sptan1"
"10432","Sptb"
"10433","Sptbn1"
"10434","Sptlc1"
"10435","Sptlc2"
"10436","Sptssa"
"10437","Spty2d1"
"10438","Sqle"
"10439","Sqrdl"
"10440","Sqstm1"
"10441","Sra1"
"10442","Srbd1"
"10443","Srcap"
"10444","Srd5a1"
"10445","Srd5a3"
"10446","Srebf1"
"10447","Srebf2"
"10448","Srek1"
"10449","Srek1ip1"
"10450","Srf"
"10451","Srfbp1"
"10452","Srgap2"
"10453","Srgap3"
"10454","Srgn"
"10455","Sri"
"10456","Srl"
"10457","Srm"
"10458","Srp14"
"10459","Srp19"
"10460","Srp54b"
"10461","Srp68"
"10462","Srp72"
"10463","Srp9"
"10464","Srpk1"
"10465","Srpk2"
"10466","Srpr"
"10467","Srprb"
"10468","Srr"
"10469","Srrd"
"10470","Srrm1"
"10471","Srrm2"
"10472","Srrt"
"10473","Srsf1"
"10474","Srsf10"
"10475","Srsf11"
"10476","Srsf2"
"10477","Srsf3"
"10478","Srsf4"
"10479","Srsf5"
"10480","Srsf6"
"10481","Srsf7"
"10482","Srsf9"
"10483","Srxn1"
"10484","Ss18"
"10485","Ss18l1"
"10486","Ss18l2"
"10487","Ssb"
"10488","Ssbp1"
"10489","Ssbp2"
"10490","Ssbp3"
"10491","Ssbp4"
"10492","Ssc4d"
"10493","Ssfa2"
"10494","Ssh1"
"10495","Ssh2"
"10496","Ssh3"
"10497","Ssna1"
"10498","Ssr1"
"10499","Ssr2"
"10500","Ssr3"
"10501","Ssr4"
"10502","Ssrp1"
"10503","Sssca1"
"10504","Ssu72"
"10505","Ssx2ip"
"10506","St13"
"10507","St14"
"10508","St3gal1"
"10509","St3gal2"
"10510","St3gal3"
"10511","St3gal4"
"10512","St3gal5"
"10513","St3gal6"
"10514","St5"
"10515","St6gal1"
"10516","St6galnac3"
"10517","St6galnac4"
"10518","St6galnac6"
"10519","St7"
"10520","St7l"
"10521","St8sia3"
"10522","St8sia4"
"10523","Stab1"
"10524","Stab2"
"10525","Stag1"
"10526","Stag2"
"10527","Stag3"
"10528","Stam"
"10529","Stam2"
"10530","Stambp"
"10531","Stambpl1"
"10532","Stamos"
"10533","Stap1"
"10534","Stap2"
"10535","Star"
"10536","Stard10"
"10537","Stard3"
"10538","Stard3nl"
"10539","Stard4"
"10540","Stard5"
"10541","Stard6"
"10542","Stard7"
"10543","Stard8"
"10544","Stat1"
"10545","Stat2"
"10546","Stat3"
"10547","Stat4"
"10548","Stat5a"
"10549","Stat5b"
"10550","Stat6"
"10551","Stau1"
"10552","Stau2"
"10553","Stc2"
"10554","Steap1"
"10555","Steap3"
"10556","Stfa1"
"10557","Stfa2"
"10558","Stfa2l1"
"10559","Stfa3"
"10560","Stil"
"10561","Stim1"
"10562","Stim2"
"10563","Stip1"
"10564","Stk10"
"10565","Stk11"
"10566","Stk11ip"
"10567","Stk16"
"10568","Stk17b"
"10569","Stk19"
"10570","Stk24"
"10571","Stk25"
"10572","Stk26"
"10573","Stk3"
"10574","Stk32b"
"10575","Stk35"
"10576","Stk38"
"10577","Stk38l"
"10578","Stk4"
"10579","Stk40"
"10580","Stmn1"
"10581","Stn1"
"10582","Stom"
"10583","Stoml1"
"10584","Stoml2"
"10585","Ston2"
"10586","Stra6l"
"10587","Strada"
"10588","Stradb"
"10589","Strap"
"10590","Strbp"
"10591","Strip1"
"10592","Strn"
"10593","Strn3"
"10594","Strn4"
"10595","Stt3a"
"10596","Stt3b"
"10597","Stub1"
"10598","Stx11"
"10599","Stx12"
"10600","Stx16"
"10601","Stx17"
"10602","Stx18"
"10603","Stx1a"
"10604","Stx2"
"10605","Stx3"
"10606","Stx4a"
"10607","Stx5a"
"10608","Stx6"
"10609","Stx7"
"10610","Stx8"
"10611","Stxbp1"
"10612","Stxbp2"
"10613","Stxbp3"
"10614","Stxbp4"
"10615","Stxbp5"
"10616","Stxbp6"
"10617","Styx"
"10618","Sub1"
"10619","Sucla2"
"10620","Suclg1"
"10621","Suclg2"
"10622","Suco"
"10623","Suds3"
"10624","Sufu"
"10625","Sugct"
"10626","Sugp1"
"10627","Sugp2"
"10628","Sugt1"
"10629","Sult2a1"
"10630","Sumf1"
"10631","Sumf2"
"10632","Sumo1"
"10633","Sumo2"
"10634","Sumo3"
"10635","Sun1"
"10636","Sun2"
"10637","Suox"
"10638","Supt16"
"10639","Supt20"
"10640","Supt3"
"10641","Supt4a"
"10642","Supt5"
"10643","Supt6"
"10644","Supt7l"
"10645","Supv3l1"
"10646","Surf1"
"10647","Surf2"
"10648","Surf4"
"10649","Surf6"
"10650","Susd1"
"10651","Susd3"
"10652","Susd6"
"10653","Suv39h1"
"10654","Suv39h2"
"10655","Suz12"
"10656","Svbp"
"10657","Svil"
"10658","Svip"
"10659","Swap70"
"10660","Swi5"
"10661","Swsap1"
"10662","Swt1"
"10663","Syap1"
"10664","Syce1"
"10665","Syce2"
"10666","Syf2"
"10667","Syk"
"10668","Sympk"
"10669","Syncrip"
"10670","Syne1"
"10671","Syne3"
"10672","Syngr1"
"10673","Syngr2"
"10674","Synj1"
"10675","Synj2bp"
"10676","Synrg"
"10677","Sypl"
"10678","Sys1"
"10679","Syt11"
"10680","Syt14"
"10681","Syt5"
"10682","Sytl1"
"10683","Sytl4"
"10684","Syvn1"
"10685","Szrd1"
"10686","Szt2"
"10687","Tab1"
"10688","Tab2"
"10689","Tab3"
"10690","Tac2"
"10691","Tacc1"
"10692","Tacc2"
"10693","Tacc3"
"10694","Taco1"
"10695","Tacstd2"
"10696","Tada1"
"10697","Tada2a"
"10698","Tada2b"
"10699","Tada3"
"10700","Taf1"
"10701","Taf10"
"10702","Taf11"
"10703","Taf12"
"10704","Taf13"
"10705","Taf15"
"10706","Taf1a"
"10707","Taf1b"
"10708","Taf1c"
"10709","Taf1d"
"10710","Taf2"
"10711","Taf3"
"10712","Taf4"
"10713","Taf4b"
"10714","Taf5"
"10715","Taf5l"
"10716","Taf6"
